,Unnamed: 0,Unnamed: 0.1,date,title,main_content,ID
106,119,25,15 November 2022,excitement waves,crowds gathered cardiff airport wave ahead country first appearance since hundreds excited children among give huge send also shared feelings chances ahead tournament many looking ahead match england november potential highlight finals open campaign monday usa,119
107,120,26,15 November 2022,leeds mustard pot reverses decision show,leeds landlady reversed decision screen following concerns regulars treatment lgbt people nicola moxham mustard pot chapel allerton told bbc already sold dozens tickets however listening carefully feedback patrons cancelled planned screenings listened customers homosexuality illegal sex relationships punishable death supporters welcomed without discrimination number venues taken similar position mustard pot ms moxham run georgian style pub years lovely little community listen customers really appreciated feedback revealed staff sold tickets made available screenings offered deal included entry watch drink food refunded customers hoping completely sold ms moxham publican acknowledged decision screen games would likely cost money added want offend regulars whose judgement trusted people saying hey showing let go support benefit hindsight admitted delved deeper stance lgbt people months ago case show looked busy life ms moxham initial criticism customers decision screen nasty borne genuine concern ms moxham publican turning back businessman lawrence barton runs several venues birmingham gay village would showing games gets underway sunday host nation facing ecuador organisers previously stated everyone welcome visit watch tournament follow bbc yorkshire facebook twitter instagram send story ideas yorkslincs news bbc co uk lgbt venues boycott games call warn lgbt risk beckham urged speak,120
108,121,27,15 November 2022,uniform choice virgin atlantic crew flight,virgin atlantic gender neutral uniform policy apply crew board england flight airline announced fluid approach uniforms september allowed staff choose attire matter gender spokeswoman told bbc news crew tuesday flight doha would able choose uniform virgin plane displaying lgbt icon would used journey criticism human rights treatment lgbt people ahead welcomed tournament without discrimination explaining gender neutral uniform policy apply tuesday flight virgin atlantic rolled countries accepting non binary identities initially uk us israel territories uniform policy rolled people countries accepting non binary identities allowing self expression virgin explained considers safety risk destinations case case basis ensure safety security people customers times airline usually operate set caveat press release announcing new uniform policy september plane displaying lgbt icon selected six hour charter flight birmingham airport qatari capital airline plane named rain bow carrying image man holding union flag wearing shoes rainbow motif fuselage flew gareth southgate doha association fa choose plane happy fly illegal homosexual sex relationships punishable death footballers including england captain harry kane taken stand support lgbt community recent months kane intends wear one love rainbow captain armband matches even approved use global governing body runs fa spokesperson show support inclusion many ways including wearing one love armband tournament earlier year lgbt organisations engaging progress slow ensuring safety lgbt reassurances adequate response foreign secretary james cleverly advised lgbt show little bit flex compromise travel tournament mr cleverly travel travelling england respectful host nation prime minister rishi sunak official spokesman later lgbt expected compromise visit politicians including labour leader sir keir starmer would attend tournament due human rights record first minister labour mark drakeford expected attend england expected land around local time arrive base gmt uk government travel advice sets legal status homosexuality assurances given authorities first match tournament ecuador november england first game iran november announcing gender neutral uniform policy september virgin atlantic staff including crew pilots ground teams could choose wear uniform including either trousers skirt described policy one element campaign allow lgbt staff passengers express including optional pronoun badges staff travelling airline respectful host nation lgbt told call warn lgbt risk officials stop peter tatchell lgbt protest,121
109,122,28,"15 November 2022
15 November 2022",controversies take excitement away gabby logan,going cups journalist since france build one unusual ever experienced normally go tournaments thinking expecting see pitch getting excited always great festival sure case time days away first game background behind hosting controversies surrounding regime take excitement away make feel uncomfortable whole occasion going broadcaster held something us influence consternation last hosts russia colleague gary lineker already bbc reporting supporting regime elements stand clearly wants look asked host marker position stage surely honour comes responsibility fundamental human rights issues know could improved still get excited starts also next five weeks shine light stance issues like sex relationships women rights treatment migrant workers expose situations many great journalists human rights groups done build tournament hope draw people attention happening needs change parts might ordinarily think success cups usually determined much entertainment provide things like tv spectacle facilities like time remember treatment migrant workers involved vast construction project tournament including gleaming new stadiums seen around instead judge whether issues mentioned change get better future certainly wo know going likely years find basic human rights workers rights improve people ability express live freely country aspirations would legacy think people would see positive things aim legacy happen though need collaborative conversations topics tournament going watching cannot ignore found letter earlier month telling teams taking part focus especially difficult statement swallow would say appears everyone respect rules regulations would respond helpful productive way dealing situation instead important thing happen taking place people right express opinion example competing player wants stand say really idea people lgbtq community cannot freely live life want country right say equally job players speaking want focus respect players idea going address discrepancies human rights fanciful someone want speak allowed whoever joined whatsapp group women working across different stations bbc already work bein sports based talking fact feel safe well giving advice potentially wear go arabic country certain dress codes think men alcohol laws affect everyone hope female travelling watch tournament feel behave want think find first days experience like also crowds like disappointed came doha work athletics championships khalifa international stadium empty nearly empty lot big events meant athletes worked whole lives try break records win gold medals one biggest events sport front thousands empty seats came back london hosting event every session pretty much sold contrast stark feel ignore speaking go well sport governing body president seb coe would around issues arise might happy watch afar wherever big events take place without giving much thought look back think period history throw lots questions happen future official switch make winter came february four years bid host since people talked troubled timing tournament well environmental impact building lots new stadiums hotels rest infrastructure needed stopped happening course hopefully make us think merits spreading finals major sporting events around continuously making bigger bigger sustainability events something else needs addressed everyone needs think little harder consequences choosing certain hosts gabby logan speaking bbc sport chris bevan,122
110,123,29,14 November 2022,foreign secretary james cleverly says travel,foreign secretary travelling james cleverly confirmed monday would go tournament government role help ensure travelling british remain safe faced criticism telling gay protest comply local laws homosexuality illegal considered immoral islamic sharia law anyone found participating sex sexual activity punished seven years prison also concerns thousands migrant workers died since country controversially rights host years ago labour leader sir keir starmer frontbench boycott tournament concerns lgbt rights rights women workers lost lives mr cleverly told commons foreign affairs committee monday would going adding would speaking security authorities ensure british remain safe visited country lead tournament told qatari officials important uk respect gay says welcomed without discrimination uk government urged change travel advice country warn lgbt risks current foreign office advice notes intimacy persons public considered offensive regardless gender sexual orientation intent guidance include specific safety warnings legal status homosexuality mr cleverly told committee would advise gay demonstrate british nationals travel overseas respect laws host country genuinely question gay want go watch advice realistically give advice believe keep safe labour mp chris bryant described mr cleverly comments slap face gay think even given workers killed building buildings migrants treated appallingly gay men regularly entrapped police officers sent prison particularly muslim face death penalty told committee think happening come say gay people respect feel bit slap face kicks sunday england beginning campaigns following day respectful lgbt told minister desert dust storm controversy call warn lgbt risk,123
111,125,31,14 November 2022,dua lipa singer denies performing,dua lipa denied reports perform men opening ceremony sunday singer look forward visiting fulfilled human rights pledges made became host criticised stance sex relationships human rights record treatment migrant workers acts including robbie williams bts jung kook set perform february guardian migrant workers india pakistan nepal bangladesh sri lanka died since bid however government total misleading deaths recorded people working related projects lipa posted instagram story sunday read currently lot speculation performing opening ceremony performing ever involved negotiation perform cheering england afar one love dua watch ros atkins got host lipa born london kosovar albanian parents first major name make point playing sir rod stewart recently revealed turned opportunity actually offered lot money play months ago turned right go told sunday times iranians supplying arms added reference iran supply explosive drones russia iran denied russia suspended competitions uefa february country invasion ukraine musical acts like us pop rap group black eyed peas colombian singer j balvin however also set perform events tournament comedian joe lycett meanwhile issued ultimatum ambassador david beckham lycett promised donate money charity beckham ends reported multimillion pound deal homosexuality illegal country sex relationships punishable death sentence former footballer refuses lycett threatened shred opening ceremony lycett says beckham status gay icon also shredded end relationship bbc contacted david beckham comment management responded commenting time beckham urged speak criminalisation sex relations speaking bbc last year source close star course david wanted ensure informed facts concerns might gay friends supporters laws beliefs region differ qataris always everyone safe welcome believes commitment sincere seen evidence proactive engagement international lbgtq community organisers ambassador khalid salman made headlines last week emerged referred homosexuality damage mind human rights watch called former international comments harmful unacceptable rasha younes lgbt rights senior researcher human rights watch failure qatari government counter false information significant impact lives lgbt residents ranging fuelling discrimination violence justifying subjecting state sponsored conversion practices organisers one coming watch tournament discriminated beckham former england manchester united teammate gary neville recently appeared guest presenter long running bbc topical news quiz got news questioned captain ian hislop decision travel commentate view always either highlight issues challenges countries speak say anything stay back home go neville always challenge hislop replied another option stay home highlight abuses go take qataris money trying tiresome good defence treat foreign workers desert dust storm controversy awarding mistake blatter denmark make kit protest,125
112,126,32,14 November 2022,birmingham lgbt venues boycott games,several venues birmingham gay village show games treatment lgbt people business leader homosexuality illegal sex relationships punishable death sentence welcomed without discrimination businessman lawrence barton venues would showing games community matters making money mr barton also director birmingham pride venues packed shown games previous tournaments usually fantastic success really well attended afraid way could ever consider profiting knowing situation community added visitor could arrested put prison simply gay elsewhere birmingham comedian joe lycett issued ultimatum ambassador david beckham promised donate money charity beckham ended reported million deal https co fqochsfm pic twitter com eplvnwmnvv refused lycett would shred opening ceremony david beckham contacted bbc comment widespread concerns lgbt people treated beckham urged speak criminalisation sex relations country last week ambassador khalid salman made headlines emerged referred homosexuality damage mind told german broadcaster zdf lgbt people attending tournament accept rules former international comments called harmful unacceptable human rights watch sam timms founder aston villa lgbt supporters network took hat lycett highlighting issue people need stand community treated political tennis ball added crazy think authentic self restricted go somewhere mr timms organisers stated everyone welcome visit country watch matches follow bbc west midlands facebook twitter instagram send story ideas newsonline westmidlands bbc co uk call warn lgbt risk ambassador views homosexuality harmful captains asked speak rights crowds gather th year birmingham pride beckham urged speak,126
113,127,33,14 November 2022,scot freed iraq qatari conviction arrest,construction engineer spent two months custody iraq debt conviction freed brian glendinning fife know interpol list wanted fugitive detained basra way new job family last month called uk government intervene campaign group detained dubai mr glendinning released sunday expected return home kincardine within days last week bank owed money issued clearance note stamped authorities saying longer wanted extradited mr glendinning brother john told bbc radio good morning scotland programme conditions iraqi prison vile brian held holding cell people mixture terrorists drug dealers people murdered father using shotgun brian glendinning never missed day school arguably civil case held conditions welfare extremely low bottles water kept rats visible crawling brown water taps shower food poor mr glendinning picked british embassy staff secure hotel hotel seen photo beer happy free see name come phone hard put words felt dreaming hoped back fife soon possible mr glendinning married three children one granddaughter sentenced absence two years prison defaulting debt agreed take loan bank working doha able keep full repayments lost job family told made redundant sick leave home scotland kept touch bank realising convicted crime discovered arrest warrant meant interpol red list detained basra airport september brother sold car help pay brother legal bills within four weeks arrest soared crowdfunding appeal set family help cover legal costs since raised target family also warned going starts next sunday aware risks traveling since mr glendinning arrest supported radha stirling founder detained dubai ipex helped hundreds people unfairly detained risk extradited uae middle east include conor howard engineer tranent east lothian held greece interpol warrant conviction carrying herb grinder plane trip stopped doha told bbc scotland mr glendinning aggressively pursued take loan bank standard practice ms stirling added problem banks want pursue someone interpol put pressure family pay debt add legal fees charges get amount interpol threshold wait person detained put pressure parents families sell assets use life savings bail child foreign commonwealth development office confirmed providing consular support mr glendinning john glendinning believed would take long time brother recover ordeal wo time going huge impact brother mental health already nine weeks could three months without employment going massive impact financially family mental health scot held iraq unknown qatari conviction scot held greek jail joke gift fly home pablo escobar guy tranent,127
114,128,34,"14 November 2022
14 November 2022",desert blighted dust storm controversy,official slogan message perhaps focus present field action begin move past simple says great deal considered many controversial sports mega event long time competition title considerable past years china twice played host olympics past decade meanwhile russia staged winter games yet despite scale human rights atrocities countries stand accused fears events used embolden autocratic regimes arguably provoked dismay anger years since governing body shocked handing right organise showpiece event key ally west unlike china russia reportedly th biggest landowner uk heathrow harrods shard among many british investments well increasingly important supplier gas uk struggles rising energy costs insists notoriety unfair promise first middle eastern spectacular ground breaking tournament celebrated event welcome grow sport inspire youth boost tourism diversify country economy promote sustainability regional tensions partly eased lifting economic blockade neighbours last year hopes could also prove unifying force denying build tournament especially troubled soon since disgraced former president sepp blatter announced victory back deep suspicion precisely tiny desert state history scorching summer temperatures allegations corruption vote swapping links trade deals highest levels government always denied organisers remain unproven cannot overlooked executive committee members voted fateful day years ago two officials already suspended time newspaper expose alleged pair asked cash return votes since accused banned indicted allegations corruption wrongdoing recently part fbi vast corruption probe governing body us prosecutors accused three former senior officials receiving bribes voting favour cleared corruption several years ago many people made minds believing country effectively bought blatter suggested vote partly result arms deal country france concern players would cope extreme summer temperatures originally told would face followed exasperation unprecedented upheaval subsequent rescheduling event caused calendar worries player welfare result squeezing middle european season security operation islamic country strict rules alcohol experience policing anything scale environmental impact tournament another issue admits leave much bigger carbon footprint one least sustainable countries experts suggesting emissions could three times official estimate undermining claims first carbon neutral organisers insist however sustainability heart tournament pointing fact compact ever effectively taking place one city along fleet electric buses setting carbon credits programme also legacy tournament eight stadiums consider seven new venues built one made storage containers named stadium dismantled end tournament six others repurposed becoming hotels community spaces amid concern many supporters priced event uncertainty fan experience apartments hotel rooms desert camping villas fan villages even cabins moored cruise ships made available complained limited expensive accommodation options organisers making extra rooms available say equivalent one million nights help provide rooms however remains unclear whether enough meet demand damaging reputation event persistent fears human toll building infrastructure required short period time climate along discriminatory laws prohibit homosexuality curtail women freedoms male guardianship rules authorities say three work related deaths actual stadium construction sites since work began site fatalities work related supreme committee vows worker welfare priority official figures show non qatarisexternal link died country authorities insist figure commensurate size migrant workforce many deaths linked work whether work linked disputed unclear human rights campaigners say thousands deaths effectively unexplained lack investigation last year guardianexternal link found migrant workers five countries india bangladesh pakistan sri lanka nepal died deaths among indian nepali bangladeshi workers attributed natural causes regardless official statistics recent labour reforms campaigners insist tournament always blood stained meanwhile organisers always maintained visitors welcome regardless race religion gender sexuality also expect laws culture respected many lgbt say received assurances safety needed foreign secretary james cleverly criticised urging gay show flex compromise since sports minister stuart andrew sought assurances authorities recent report human rights watchexternal link saying members lgbtq community detained physically abused country security services done little ease tension ambassador much criticised comments homosexuality damage mind reconciled promise remains unclear certainly forced sport consider extent tournaments bring social change whether compromise incumbent host country visit tensions arise global events expand new territories hard argue hosting major sports events russia china instance catalyst change agree amendments labour system recent years protection workers minimum wage dismantling kafala sponsorship system happened greater international scrutiny accompanied however human rights groups also say yet fully implemented dismayed failure set migrant worker centre compensation fund families killed injured equally politicians travel principle european cities show matches public places protest human rights abuses believe much better take conservative muslim countries like shine light many see hypocritical state commitment non discrimination statutes time awarding hosts law people simply would better often asked equal rights condition staging events least considered mention worker human rights evaluation bid back example demands protections put place sign emotions swirl around event divisions caused game highest profile names found drawn debates former england defender gary neville instance criticised agreeing commentate owned tv network close friend david beckham drawn similar opprobrium including eric cantona another manchester united great accepting lucrative ambassadorial role event meanwhile sparked outcry urging competing teams focus rather getting dragged every ideological political battle russia already banned also calls exclusion iran whose drones believed used moscow terrorise ukrainian civilians launched crackdown protesters following death young woman custody state morality police meanwhile host teams taking stands via videos training tops armbands perhaps worried draw line country perfect stance received support confederations asia south america european associations suggested responded joint statement era players increasingly keen express views social political issues human rights regarded universal non negotiable request teams stay silent seems increasingly unrealistic hosts banking narrative shifting always seems action gets way many concluded example portswashing attempt use sport project positive image country testament wealth power backfiring past two years much attention diverted first covid war ukraine recent weeks tournament loomed view barrage negative headlines reports secret hacking operations revelation paid py external link friends something denied tournament organisers external link increasingly exasperated qatari authorities started suggest critics hypocritical perhaps even motivated racism external link motto bid used expect amazing maybe expect constant scrutiny winning vote would bring decade desert finally gets way many find truly amazing event ultimately remembered ferocious dust storm controversy preceded reading,128
115,129,35,13 November 2022,ros atkins got host,bbc analysis editor ros atkins looks years corruption allegations around awarding,129
116,130,36,12 November 2022,fan boycotts first time years,david hancock worried may drink much alcohol sports travel agent boycotting first time years concerns human rights allegations corruption avid hancock arranges travel packages sports journalists travelled every tournament since italia year old burnham crouch essex also could support country stance lgbtq people organisers insisted everyone welcome one would discriminated mr hancock pictured russia says nothing matches david hancock right photo taken croatia fan moscow really got great deal interest mr hancock clients cannot support attitude regime chosen towards lgbt community also think done good job persuaded west acceptable tournament q atar awarded tournament kicks november prosecutors switzerland investigating unknown persons awarding tournament one yet convicted country homosexuality illegal considered immoral islamic sharia law country also criticised stadium working conditions many migrant workers alleged died construction though disputes mr hancock visited four times recent months including england hotel lot concerns tournament progresses told bbc essex nothing nothing unless want go five star hotels drink alcohol see possible problems licensed hotel bars restaurants places usually sell alcohol country also served select areas within stadiums tournament organisers avid hancock friends york italia lgbt activist peter tatchell urges captains speak finals controversial treated foreign workers mr hancock journeys included helping arrange blood donations sardinia italy climbing mt fuji japan playing supporters match inmates high security prison near pretoria external south africa mr hancock added always talk legacy anyone tell legacy going doha tournament organisers three stadium precincts already become major community hubs external avid hancock visited souq al wakra hotel near doha england stay tournament secretary general earlier year criticism country ill informed hassan al thawadi told bbc sport apologetic ambitions host tournament loving region crazy mad like anywhere else legitimate ambition showcase region rest change people perception tells nations focus awarding mistake blatter ambassador views homosexuality harmful,130
117,131,37,11 November 2022,welsh schools cancel lessons v iran match,schools allowed cancel lessons let pupils watch gareth bale take part tournament first time years qualifying welsh government schools whether allow pupils watch game iran kicks gmt friday november matches usa england kick gmt played last two european championships first time appeared since opening game united states monday november schools across country taking part association faw cymru friday iran game faw chief executive noel mooney worked welsh government create festival schools iran game perfect us want child remember hopefully go play us become future thousands young sang hearts ahead faw hosting events skills sessions inter school matches festivals either side iran game november cori mabey head pe treorchy comprehensive school rhondda cynon taf lessons two three timetable students watch iran game different facilities using sports hall main lecture theatre hall televisions dotted around classrooms well school six years seen transition rugby time participation numbers interest also group chat teachers england really surprised coming timetable school hours anything know used tournaments real pride especially manager rob page coming rhondda bringing people together children sing song yma hyd becomes official song expect weigh costs welsh government boycotts iran tie driving electric car,131
118,132,38,11 November 2022,ministers urged warn lgbt risks,uk government urged change travel advice warn lgbt risks going homosexuality illegal sex relationships punishable death sentence andrew boff deputy chair london assembly leading conservative gay rights campaigner safe lgbt people says welcomed without discrimination currently uk government travel advice contains specific safety warning beyond stating legal status homosexuality assurances given authorities obviously go country respect traditions mr boff patron lgbt conservatives campaign group mere fact gay lesbian trans illegal open prosecution means safe place lgbt people travel government advice clearly say clearly medieval attitude human rights given comments made ambassador called homosexuality damage mind mr boff joins growing list uk politicians expressing concerns treatment lgbt people labour luke pollard telling mps week gulf state safe someone like boycotted tournament others welsh first minister mark drakeford criticised saying would attend challenge record human rights conservative uk government mps also come scrutiny relations among nigel evans deputy speaker commons former scotland secretary david mundell patrons lgbt conservatives members party parliamentary group parliamentary records show accepted hospitality spent mr mundell trip last october spent mr evans vist march year neither man responded requests comment bbc requested interviews chairwoman patrons lgbt conservatives including three peers mps apart three either reply declined comment paul kane labour member scottish parliament potentially putting people danger allowing go never allowed host government upfront lgbt people terms risks going mr kane bbc asked foreign commonwealth development office fcdo issues travel advice government planned change guidance spokesperson referred comments foreign minister david rutley ministers officials raised concerns lgbt visitors qatari authorities levels mr rutley repeatedly committed everybody welcome tournament uk government would hold country promise watch foreign secretary james cleverly speaks lbc lgbt jamie greene member scottish parliament place comment travel advice issued uk government tory msp patron lgbt conservatives hosting raise eyebrows given treatment lgbt people find positive certainly put issue equality women rights lgbt rights radar international stage mr greene sport minister stuart andrew sought assurances lgbt safety meeting ambassador uk fahad bin mohammed al attiyah week tweet asked message everyone welcome would mean practice tournament looked forward authorities matching commitments mr andrew waiting qatari authorities give operational detail safety lgbt people country bbc understands government considering whether send ministers decision yet made labour ruled sending frontbench shadow ministers uk parliament bbc contacted embassy london country organising committee comment productive meeting today excellency mr fahad bin mohammed al attiyah ambassador state mofaqataren tariqahmadbt ahead launch fifaworldcup next sunday pic twitter com xiafxxcgd plaid leader says fm go senior labour mp urges drakeford miss drakeford hine light human rights,132
119,133,39,10 November 2022,children sing yma hyd,thousands young sang hearts ahead children inside outside taken part singing jamboree ahead sang anthem yma hyd together online thursday morning schools joined together event organised welsh youth movement urdd gobaith cymru competing first time since event took place gmt zoom also featured live bbc radio bbc radio cymru bbc radio five live yma hyd originally protest song dafydd iwan adopted recent years official tune national heading total children practised song others ahead urdd jambori cwpan byd english welsh language schools signing take part two london schools griffin primary school ysgol gymraeg llundain also took part griffin primary welsh medium school teacher michael downey caernarfon keen pupils learn song teacher first session difficult wrote words phonetically second third session rehearsing yma hyd quite easily pupils joined ysgol gymraeg llundain record song together mr downey happy see children mixing one another good fun surprised welsh sounded part event children received video messages members well first minister mark drakeford thank support proceedings concluded dafydd iwan joining children sing yma hyd together urdd encouraged schools let children wear red day show support yma hyd becomes official song urdd chief executive sian lewis urdd blown away positive response primary schools across jambori cwpan byd singalong aiming high getting behind national bringing together children across give cymru send deserve ms lewis pleased many english language primary schools taking part exciting see second language primary schools accepted invitation join event name injury doubt allen squad yma hyd becomes official song video yma hyd becomes official song parents disagree star skill came host venues wanted cultural festival urdd breaks two records th birthday,133
120,134,40,"10 November 2022
10 November 2022",african governing body supports call unity,confederation african caf supported call unity inclusion ahead upcoming host nation criticised stance sex relationships human rights record treatment migrant workers earlier month governing body wrote competing nations asking focus instead competition controversial build however sepp blatter president awarded tournament stoked matters saying awarding tournament gulf state mistake first game finals november caf president patrice motsepe echoed support given conmebol south american confederation caf knows well hosted super match winners two leading club competitions capital doha even though asian country clearly sits outside continent africa recognize years important tool bringing together uniting people different races language groups religious backgrounds motsepe important global sporting event brings together people different countries continents development celebration worldwide advancement humanity first hosted middle east tournament year history first northern hemisphere winter culminate final december african champions senegal lead continent five representatives finals alongside cameroon ghana morocco tunisia,134
121,135,41,9 November 2022,chris bryant urges mark drakeford stay away,senior welsh labour mp joined calls first minister attend chris bryant mark drakeford economy minister vaughan gething also going match would change view human rights settled views think homosexuality perversion rhondda mp mr gething still look engage encourage persuade mr drakeford welsh labour leader watch play usa mr gething match england economy minister protested qataris called appalling comments khalid salman ambassador homosexuality damage mind mr gething defended decision ministers attend matches insisting wo turning blind eye human rights abuses mr bryant think safe gay go things saying last days really make doubt safe would say mark vaughan may think convince change minds human rights wo know mark vaughan commitment lgbt rights absolute absolutely hope wo go tuesday plaid cymru leader adam price gay man believed would send wrong message mr drakeford go mr gething agreed unreasonable ask question whether welsh government go believed appropriate travel tournament first minister still first game men years shall still attending game england added mr gething promised ministers would ignore issues disagree concerns written ambassador uk asking confirmation safe seeking assurance commitments made going kept awarding mistake blatter drakeford hine light human rights plaid leader says fm go,135
122,136,42,9 November 2022,treated foreign workers,soon arrive finals stay hotels watch matches stadiums built tens thousands migrant workers come intense scrutiny way treats workers built seven stadiums finals well new airport metro system series roads new hotels entire city constructed around stadium host final match government says foreign labourers hired build stadiums come bangladesh india nepal philippines february guardian migrant workers india pakistan nepal bangladesh sri lanka died since bid number based figures provided countries embassies however government total misleading deaths recorded people working related projects many died worked several years could died old age natural causes government accident records showed deaths among labourers stadium construction sites three work related however international labour organisation ilo says underestimate count deaths heart attacks respiratory failure work related even though common symptoms heatstroke brought heavy labour high temperatures compiled figures related incidents collected government run hospitals ambulance services says foreign labourers died others seriously injured alone another suffered mild moderate injuries bbc arabic also gathered evidence suggests government reported deaths amongst foreign labourers life c accused reporting deaths gulf killer heat ever since rights host human rights groups criticised treatment foreign workers amnesty international accused qatari companies using forced labour many workers lived squalid accommodation forced pay huge recruitment fees wages withheld passports confiscated since government introduced measures protect foreign labourers working hot weather limit working hours improve conditions workers camps however report campaign group human rights watch foreign workers still suffering punitive illegal wage deductions faced months unpaid wages long hours gruelling work qatari companies used operate system called kafala sponsored foreign workers come country prevented leaving jobs pressure groups ilo government abolished practice amnesty international says companies still put pressure labourers stop switching employers warned progress labour reforms must grind halt roadshow leaves doha working conjunction ilo qatari government introduced number reforms include wage protection scheme designed ensure employers pay staff time government spokesperson told bbc reforms improving working conditions foreign labourers significant progress ensure reforms effectively enforced made spokesperson number rule breaking companies continue decline enforcement measures take hold issue likely remain spotlight finals written teams competing telling focus sport dragged ideological political battles hand moral lessons response ten european associations including england human rights universal apply everywhere australian squad released video criticising mistreating migrant workers danish players wear toned black kit protest human rights record,136
123,137,43,"8 November 2022
8 November 2022",ambassador comments homosexuality harmful unacceptable,ambassador calling homosexuality damage mind harmful unacceptable says human rights watch former international khalid salman told german broadcaster zdf lgbtq people attending tournament accept rules homosexuality illegal considered immoral islamic sharia law salman homosexuality haram know haram forbidden means asked haram added strict muslim haram damage mind interview part documentary set broadcast tuesday stopped accompanying official rasha younes lgbt rights senior researcher human rights watch salman suggestion sex attraction would amage mind harmful unacceptable failure qatari government counter false information significant impact lives lgbt residents ranging fuelling discrimination violence justifying subjecting state sponsored conversion practices concern lgbtq people treated sex relationships promotion sex relationships criminalised punishments ranging fines death sentence host country organisers stated everyone welcome visit country watch matches claimed one discriminated however chief executive nasser al khater government would change laws homosexuality requesting visitors respect culture gulf state take place november december also criticised human rights record treatment migrant workers recently wrote competing nations asking focus instead competition controversial build letter signed president gianni infantino criticised human rights watch amnesty international lgbtq campaigners england european associations including england human rights universal apply everywhere however conmebol south american confederation says time leave controversies behind lgbtq campaign group called end silence hypocrisy following salman comments protest outside museum zurich spokesperson comes days others presented testimony lgbt qataris abduction detention without trial torture conversion practices taking place recent weeks president infantino still saying everyone welcome two weeks go starts time stop looking away take responsibility time end silence hypocrisy finally time human rights put ahead greed watching human rights watch recently released reportexternal link saying qatari security forces continuing arrest citizens gay lesbian transgender sometimes forcing undergo conversion therapy government report contains false allegations lgbtq charity stonewall director communications external affairs robbie de santos human rights disregarded disrespected speaking bbc service sport today added surprising disappointing authorities given assurances united nations multilateral bodies respecting human rights tournament making commitments social progress seeing commitments kept important us listening globally following tournament knowing really everyone game speak bbc sport contacted organising committee comment,137
124,138,44,8 November 2022,neco williams family ready would ream tournament,unless want set cat among pigeons ask neco williams parents gets talent neco takes side family says mum emma jones adding used play right back position used play yeah left back changing room want jokes neco dad lee cannot cope fact better laughs emma preparations enter final stages williams parents cefn mawr wrexham embark trip lifetime watch son playing dream come true neco us family friends whole community excited emma neco love started early spent every free moment pitch across road house started field two trees mother would first one last one come home nottingham forest star still gets requests neighbourhood children join kickabout back home neco childhood bedroom walls lined newspaper cuttings photos long history game including one baby dressed shirt neco six dad approached scouts teams including wrexham tranmere rovers everton two teams stood youngster eight decision make either go manchester united liverpool lee manchester united supporter since young listen neco one prefer obviously preferred liverpool got better lads nurtured club move nottingham forest summer neco younger brother keelan added proof family blood played burnley emma hopes keelan follow brother footsteps play national cheer stands neco family betting celebrations equal first goal second appearance nervous lee chose watch game separate room emma remembers lee telly seconds ahead started screaming shouting celebrating room wondering happened neco scored ran outside garden getting flags waving street really special moment always remember along sun cream family packing large flag made friends take reads brazil zico got neco thoughts turn next stage incredible career neco proud parents support shows sign flagging weigh costs consider cymru name change,138
125,139,45,7 November 2022,human rights lobbying race faw,chief executive association organisation push lgbt rights noel mooney association working sporting bodies uefa push equal rights pitch work done ahead sex relationships illegal,139
126,140,46,7 November 2022,harry dunn mum supports crash death family,harry dunn mother supporting family year old woman killed car crash spokesman rafaelle tsakanika cambridge died crash near doha radd seiger adviser spokesman ms tsakanika mr dunn families considerable doubt young woman died mr dunn mother charlotte charles would attend inquest takes place later month mr dunn years old died following crash outside us military base northamptonshire years campaigning justice last month us citizen anne sacoolas admitted causing death pre inquest review ms tsakanika death earlier year heard family grave concerns information provided authorities court documents seen pa news agency west end make artist known raffy passenger toyota land cruiser flipped several times resulting year old friend thrown car mubarak al hajri aged convicted causing death causing serious injuries year old driving way endangered lives fleeing scene accident speeding sentenced two months prison ordered pay compensation ms tsakanika family mr seiger described sentence pitiful ms tsakanika parents jo moved father involved building stadia expanding international airport mr seiger version events around crash described qataris stand scrutiny adding ms tsakanika death swept carpet ahead forthcoming qatari authorities date failed cooperate cambridgeshire coroner requests evidence including cctv footage mr seiger family experience serve warning foreigners planning travel country inquest due take place death ms tsakanika november peterborough mr seiger ms charles become friends ms tsakanika mother would attending inquest support family qatari authorities contacted comment find bbc news east england facebook instagram twitter story suggestion email eastofenglandnews bbc co uk rebuild lives harry dunn parents family grave concerns crash death,140
